Gravité de l'accident;Type d'accident;Mois de l'accident;Genre de route;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Accident avec tués;Autre;Novembre;Autre;0;0;2;0;0;0;0;0;1;0;0
Accident avec tués;Autre;Décembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Autre;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Autre;Décembre;Route principale;0;0;0;0;0;0;0;0;0;0;1
Accident avec tués;Autre;Décembre;Route secondaire;0;0;0;0;0;0;1;0;0;1;0
Accident avec tués;Autre;Décembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Autre;Décembre;Autre;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Autoroute;9;4;8;4;1;3;1;6;0;8;6
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Route principale;27;25;24;33;32;28;27;25;20;29;11
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Route secondaire;36;40;24;35;25;20;34;30;32;38;29
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Semi-autoroute;2;1;2;1;2;0;0;0;0;1;1
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Autre;4;2;3;3;6;2;3;3;6;6;2
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Autoroute;7;3;3;5;5;6;3;2;8;7;2
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Route principale;30;30;23;27;22;29;31;32;37;33;24
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Route secondaire;28;25;31;30;17;20;27;41;41;42;30
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Semi-autoroute;0;0;1;0;1;0;1;0;0;0;1
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Autre;7;1;3;5;3;2;4;4;4;5;6
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Autoroute;8;4;7;7;8;6;6;4;8;9;7
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Route principale;47;38;30;32;33;41;26;44;55;44;54
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Route secondaire;48;34;39;45;48;50;47;43;70;38;47
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Semi-autoroute;0;0;0;0;0;0;0;1;0;1;1
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Autre;2;0;4;7;4;2;8;7;6;7;4
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Avril;Autoroute;8;4;4;4;10;3;2;2;4;4;7
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Avril;Route principale;39;43;47;43;61;39;44;75;62;47;81
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Avril;Route secondaire;63;52;52;48;80;52;68;54;69;56;73
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Avril;Semi-autoroute;1;1;0;1;1;0;0;0;2;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Avril;Autre;5;10;8;6;14;9;16;14;8;5;6
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mai;Autoroute;16;10;8;9;4;6;4;6;9;5;8
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mai;Route principale;72;50;63;60;61;76;87;73;82;75;73
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mai;Route secondaire;67;62;76;72;85;55;118;66;110;89;76
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mai;Semi-autoroute;3;1;1;0;1;0;1;1;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Mai;Autre;8;8;11;7;6;4;11;9;12;19;8
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juin;Autoroute;10;9;10;8;7;6;6;7;4;6;7
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juin;Installation annexe sur autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juin;Route principale;75;71;79;79;72;89;76;92;103;109;69
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juin;Route secondaire;86;95;81;102;114;107;93;119;93;128;82
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juin;Semi-autoroute;1;1;0;1;0;1;0;0;2;1;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juin;Autre;9;14;5;15;15;13;18;16;14;22;11
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juillet;Autoroute;13;13;10;17;6;3;7;10;3;5;5
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juillet;Route principale;74;92;75;60;82;84;120;89;97;79;90
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juillet;Route secondaire;76;83;83;71;87;114;123;95;125;100;112
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juillet;Semi-autoroute;1;1;1;0;1;1;1;0;2;2;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Juillet;Autre;7;12;14;5;7;9;20;11;14;13;18
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Août;Autoroute;8;8;9;7;10;10;5;4;6;7;6
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Août;Route principale;53;70;71;70;71;79;96;96;97;81;106
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Août;Route secondaire;89;82;85;75;88;98;122;98;106;112;107
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Août;Semi-autoroute;0;2;0;1;1;1;1;2;3;1;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Août;Autre;10;15;17;16;6;18;22;15;17;10;18
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Septembre;Autoroute;11;8;6;7;8;11;9;12;4;10;9
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Septembre;Installation annexe sur autoroute;0;1;0;0;0;0;0;1;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Septembre;Route principale;73;50;60;47;62;61;70;78;75;95;56
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Septembre;Route secondaire;89;60;82;69;99;71;113;105;78;124;82
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Septembre;Semi-autoroute;1;0;1;0;0;0;2;1;1;1;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Septembre;Autre;5;8;6;5;9;8;14;14;7;13;10
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Octobre;Autoroute;8;5;11;8;4;11;9;5;12;5;2
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Octobre;Installation annexe sur autoroute;1;0;0;0;0;1;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Octobre;Route principale;59;41;37;59;47;45;53;64;67;61;61
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Octobre;Route secondaire;58;37;39;58;73;46;73;90;57;69;47
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Octobre;Semi-autoroute;2;1;1;0;1;2;0;1;0;1;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Octobre;Autre;6;9;9;10;8;6;8;11;7;8;4
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Novembre;Autoroute;4;4;4;4;9;8;3;7;3;7;4
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Novembre;Route principale;27;37;28;46;32;29;40;38;51;44;41
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Novembre;Route secondaire;26;47;32;34;36;38;49;43;41;39;54
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Novembre;Semi-autoroute;0;0;0;1;0;0;0;0;0;0;1
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Novembre;Autre;2;7;2;5;6;6;7;6;6;7;12
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Décembre;Autoroute;12;9;8;5;11;7;3;9;2;4;6
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Décembre;Installation annexe sur autoroute;0;0;1;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Décembre;Route principale;26;29;39;30;28;31;20;27;19;34;39
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Décembre;Route secondaire;40;34;33;22;24;27;35;29;26;32;32
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Décembre;Semi-autoroute;1;0;0;1;1;0;0;1;0;1;0
Accident avec blessés graves;Accident lors d'un dérapage ou d'une perte de maîtrise;Décembre;Autre;3;4;6;3;4;5;5;3;9;2;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Janvier;Autoroute;0;1;1;1;1;1;0;0;1;1;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Janvier;Route principale;4;5;5;1;6;1;4;1;4;2;7
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Janvier;Route secondaire;1;0;1;1;2;3;1;0;0;2;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Janvier;Semi-autoroute;0;1;0;0;0;0;0;1;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Janvier;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Février;Autoroute;0;1;0;1;2;0;0;0;0;1;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Février;Route principale;4;3;6;4;4;6;4;4;9;4;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Février;Route secondaire;4;1;1;0;0;6;0;3;3;3;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Février;Autre;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mars;Autoroute;3;1;0;0;2;0;0;0;2;1;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mars;Route principale;6;6;0;5;2;7;4;8;6;7;8
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mars;Route secondaire;5;4;1;3;3;0;1;5;6;6;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mars;Autre;0;0;0;0;0;0;1;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Avril;Autoroute;1;1;0;2;0;2;0;0;1;2;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Avril;Route principale;6;9;10;9;9;2;4;7;6;3;7
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Avril;Route secondaire;5;4;3;5;3;4;5;7;4;6;6
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Avril;Semi-autoroute;0;2;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Avril;Autre;0;0;2;0;0;0;0;0;1;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mai;Autoroute;2;1;0;4;2;1;3;0;2;1;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mai;Route principale;11;7;8;6;7;7;9;8;9;14;5
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mai;Route secondaire;4;3;5;6;8;4;4;1;4;4;5
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mai;Semi-autoroute;0;0;0;2;1;0;0;0;2;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Mai;Autre;0;0;0;0;0;0;1;0;0;1;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juin;Autoroute;1;2;1;1;0;2;1;3;1;3;3
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juin;Route principale;12;11;4;10;17;17;14;13;12;16;7
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juin;Route secondaire;7;3;7;5;4;8;2;10;10;3;7
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juin;Semi-autoroute;0;1;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juin;Autre;0;0;0;0;0;1;1;0;1;1;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juillet;Autoroute;1;3;3;1;2;0;1;3;1;0;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juillet;Route principale;9;9;8;16;14;7;14;9;12;17;20
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juillet;Route secondaire;6;7;3;7;5;6;10;0;5;12;12
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juillet;Semi-autoroute;1;1;0;1;0;0;1;0;1;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Juillet;Autre;0;1;0;1;1;0;0;0;2;1;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Août;Autoroute;1;2;3;0;4;1;0;3;0;6;3
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Août;Route principale;11;16;14;17;14;12;10;12;7;16;16
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Août;Route secondaire;5;4;12;8;4;8;7;8;5;6;8
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Août;Semi-autoroute;0;0;0;1;0;1;0;0;0;1;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Août;Autre;0;1;0;0;0;0;0;0;0;0;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Septembre;Autoroute;0;3;7;1;1;2;2;2;0;4;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Septembre;Route principale;12;9;9;8;14;7;13;13;16;14;12
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Septembre;Route secondaire;7;5;9;1;6;5;5;7;5;5;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Septembre;Semi-autoroute;1;0;0;0;0;0;0;0;1;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Septembre;Autre;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Octobre;Autoroute;1;1;0;2;0;1;0;0;1;2;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Octobre;Route principale;7;8;9;5;11;7;7;9;10;5;7
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Octobre;Route secondaire;3;4;6;5;4;5;5;4;7;6;7
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Octobre;Semi-autoroute;0;0;1;1;0;0;0;0;1;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Octobre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Novembre;Autoroute;1;0;2;2;2;0;0;1;0;0;1
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Novembre;Route principale;6;10;5;7;5;6;3;3;2;2;6
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Novembre;Route secondaire;0;4;4;0;5;0;1;2;4;7;4
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Novembre;Semi-autoroute;1;0;1;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Novembre;Autre;0;0;0;0;0;1;0;1;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Décembre;Autoroute;1;1;1;1;1;1;0;1;0;1;2
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident lors de dépassement ou lors d'un changement de voie;Décembre;Route principale;7;6;6;0;2;2;1;2;4;2;6
